Country,Year,GDP per Capita ($),Population,Education Spending(%),Healthcare Spending($),Literacy(%),Life Expectancy,Fertility Rate,Infant Mortality Rate,Unemployment(%),Youth Unemployment(%)
Sao Tome And Principe,2021,2350.0,223107.0,16.58,186.0,0.0,68.0,3.823,11.9,15.04,22.42
Sao Tome And Principe,2022,2387.0,227380.0,17.09,0.0,93.75,69.0,3.751,11.3,14.12,21.09
Saudi Arabia,2019,23406.0,35827362.0,,1280.0,0.0,77.0,2.504,6.2,5.64,24.82
Saudi Arabia,2020,20398.0,35997107.0,,1356.0,97.59,76.0,2.465,6.0,7.45,27.51
Saudi Arabia,2021,24316.0,35950396.0,,1442.0,0.0,77.0,2.427,5.7,6.62,19.78
Saudi Arabia,2022,30448.0,36408820.0,,0.0,0.0,78.0,2.393,5.5,5.59,16.0
Senegal,2019,1463.0,16000781.0,18.74,66.0,0.0,69.0,4.517,30.9,2.86,4.05
Senegal,2020,1492.0,16436120.0,22.48,77.0,0.0,68.0,4.454,29.9,3.41,4.77
Senegal,2021,1631.0,16876720.0,21.53,71.0,0.0,67.0,4.387,29.0,3.37,4.64
Senegal,2022,1595.0,17316449.0,22.17,0.0,57.67,68.0,4.314,28.2,2.97,4.15
Serbia,2019,7417.0,6945235.0,8.6,641.0,99.48,76.0,1.52,4.9,10.4,27.46
Serbia,2020,7734.0,6899126.0,0.0,670.0,0.0,74.0,1.48,4.8,9.01,26.62
Serbia,2021,9233.0,6834326.0,7.09,919.0,0.0,73.0,1.52,4.6,10.06,25.48
Serbia,2022,9538.0,6664449.0,0.0,0.0,0.0,75.0,1.63,4.4,8.68,24.25
Seychelles,2019,19142.0,97625.0,6.11,770.0,0.0,74.0,2.36,12.8,,
Seychelles,2020,14041.0,98462.0,6.68,782.0,96.2,77.0,2.29,12.8,,
Seychelles,2021,14983.0,99258.0,0.0,718.0,0.0,73.0,2.46,12.7,,
Seychelles,2022,17167.0,119878.0,0.0,0.0,0.0,74.0,2.32,12.5,,
Sierra Leone,2019,507.0,8046828.0,35.01,46.0,0.0,60.0,4.192,82.6,3.2,3.58
Sierra Leone,2020,493.0,8233970.0,34.24,46.0,0.0,60.0,4.08,80.3,3.49,3.99
Sierra Leone,2021,505.0,8420641.0,33.42,43.0,0.0,60.0,3.978,78.1,3.52,3.84
Sierra Leone,2022,476.0,8605718.0,29.37,0.0,48.64,60.0,3.876,76.0,3.19,3.58
Singapore,2019,66082.0,5703569.0,16.48,2826.0,97.48,84.0,1.14,2.0,3.1,7.66
Singapore,2020,61467.0,5685807.0,11.22,3368.0,97.13,84.0,1.1,1.9,4.1,10.59
Singapore,2021,79601.0,5453566.0,13.06,3970.0,97.65,83.0,1.12,1.9,4.64,10.11
Singapore,2022,88429.0,5637022.0,0.0,0.0,0.0,83.0,1.04,1.8,3.59,8.39
Sint Maarten (Dutch Part),2019,35509.0,39648.0,,,,75.0,1.601,,,
Sint Maarten (Dutch Part),2020,30643.0,40350.0,,,,75.0,1.591,,,
Sint Maarten (Dutch Part),2021,33238.0,40708.0,,,,74.0,1.581,,,
Sint Maarten (Dutch Part),2022,37593.0,40888.0,,,,74.0,1.572,,,
Slovak Republic,2019,19382.0,5454147.0,10.47,1342.0,,78.0,1.57,4.9,5.76,16.13
Slovak Republic,2020,19553.0,5458827.0,9.94,1394.0,,77.0,1.59,4.9,6.72,19.45
Slovak Republic,2021,21766.0,5447247.0,9.35,1685.0,,75.0,1.63,4.9,6.89,21.23
Slovak Republic,2022,21279.0,5431752.0,0.0,0.0,,77.0,1.57,4.9,6.14,19.75
Slovenia,2019,26042.0,2088385.0,12.57,2219.0,,82.0,1.61,2.0,4.45,8.12
Slovenia,2020,25558.0,2102419.0,11.13,2417.0,,81.0,1.59,1.9,4.97,14.16
Slovenia,2021,29331.0,2108079.0,11.5,2775.0,,81.0,1.64,1.9,4.75,12.85
Slovenia,2022,28439.0,2111986.0,0.0,2608.0,,81.0,1.55,1.9,4.01,10.13
Solomon Islands,2019,2399.0,674993.0,,104.0,,70.0,4.104,17.2,0.75,1.3
Solomon Islands,2020,2222.0,691191.0,,107.0,,70.0,4.038,16.7,0.85,1.44
Solomon Islands,2021,2151.0,707851.0,,106.0,,70.0,3.983,16.2,0.87,1.36
Solomon Islands,2022,2163.0,724273.0,,0.0,,71.0,3.925,15.7,1.58,3.02
Somalia,2019,589.0,15981300.0,4.19,,0.0,57.0,6.531,73.8,18.83,33.91
Somalia,2020,557.0,16537016.0,0.0,,0.0,56.0,6.417,71.7,19.35,35.61
Somalia,2021,577.0,17065581.0,0.0,,0.0,55.0,6.312,69.8,19.55,35.09
Somalia,2022,592.0,17597511.0,0.0,,41.03,56.0,6.202,68.0,19.13,34.42
South Africa,2019,6703.0,58087055.0,18.69,551.0,95.02,66.0,2.475,28.2,25.54,47.41
South Africa,2020,5753.0,58801927.0,18.48,492.0,0.0,65.0,2.401,28.1,24.34,43.5
South Africa,2021,7074.0,59392255.0,18.49,584.0,90.0,62.0,2.374,27.8,28.77,49.87
South Africa,2022,6766.0,59893885.0,0.0,0.0,0.0,61.0,2.341,27.7,28.84,49.83
South Korea,2019,31902.0,51764822.0,13.83,2606.0,0.0,83.0,0.918,2.7,3.75,9.83
South Korea,2020,31721.0,51836239.0,12.83,2648.0,0.0,83.0,0.837,2.6,3.93,10.15
South Korea,2021,35126.0,51769539.0,14.31,3260.0,0.0,84.0,0.808,2.5,3.64,8.06
South Korea,2022,32395.0,51672569.0,0.0,3124.0,0.0,83.0,0.778,2.4,2.86,6.64
South Sudan,2019,,10447666.0,9.41,35.0,0.0,56.0,4.619,63.8,12.64,19.27
South Sudan,2020,,10606227.0,5.55,48.0,0.0,55.0,4.543,63.8,14.2,21.63
South Sudan,2021,,10748272.0,11.21,33.0,0.0,55.0,4.469,63.8,13.87,20.61
South Sudan,2022,,10913164.0,0.0,0.0,0.0,56.0,4.337,63.8,12.4,18.55
Spain,2019,29582.0,47134837.0,9.58,2717.0,0.0,84.0,1.23,2.7,14.1,32.53
Spain,2020,26984.0,47365655.0,9.02,2899.0,98.59,82.0,1.19,2.6,15.53,38.28
Spain,2021,30489.0,47415794.0,9.18,3234.0,0.0,83.0,1.19,2.6,14.78,34.8
Spain,2022,29675.0,47778340.0,0.0,0.0,0.0,83.0,1.16,2.5,12.92,29.78
Sri Lanka,2019,4083.0,21803000.0,0.0,160.0,92.25,76.0,2.019,6.2,4.67,20.38
Sri Lanka,2020,3846.0,21919000.0,5.47,158.0,92.38,76.0,2.0,6.0,5.37,25.36
Sri Lanka,2021,3999.0,22156000.0,5.04,166.0,92.43,76.0,1.99,5.7,5.26,23.28
Sri Lanka,2022,3343.0,22181000.0,5.35,0.0,92.49,77.0,1.974,5.6,6.33,25.24
St. Kitts And Nevis,2019,23220.0,47712.0,0.0,1204.0,,72.0,1.568,14.5,,
St. Kitts And Nevis,2020,18553.0,47642.0,0.0,1051.0,,72.0,1.55,14.1,,
St. Kitts And Nevis,2021,18036.0,47606.0,6.2,1114.0,,72.0,1.531,13.7,,
St. Kitts And Nevis,2022,20594.0,47657.0,0.0,0.0,,72.0,1.512,13.3,,
St. Lucia,2019,11715.0,178583.0,14.08,491.0,,73.0,1.424,16.2,15.61,36.02
St. Lucia,2020,8357.0,179237.0,14.39,574.0,,73.0,1.411,16.2,25.23,52.27
St. Lucia,2021,10213.0,179651.0,14.47,585.0,,71.0,1.399,16.1,20.51,45.28
St. Lucia,2022,13031.0,179857.0,16.34,0.0,,71.0,1.387,16.0,15.93,30.97
St. Martin (French Part),2019,19692.0,33121.0,,,,80.0,2.485,,,
St. Martin (French Part),2020,0.0,32553.0,,,,80.0,2.448,,,
St. Martin (French Part),2021,20321.0,31948.0,,,,80.0,2.415,,,
St. Martin (French Part),2022,0.0,31791.0,,,,81.0,2.385,,,
St. Vincent And The Grenadines,2019,8680.0,104924.0,0.0,369.0,,73.0,1.838,11.8,19.22,42.62
St. Vincent And The Grenadines,2020,8306.0,104632.0,13.0,402.0,,72.0,1.814,11.2,20.56,46.51
St. Vincent And The Grenadines,2021,8360.0,104332.0,0.0,448.0,,70.0,1.797,10.6,20.28,45.06
St. Vincent And The Grenadines,2022,9298.0,103948.0,15.23,0.0,,69.0,1.778,10.1,19.51,43.7
Sudan,2019,748.0,43232093.0,,36.0,0.0,66.0,4.617,40.2,12.01,21.01
Sudan,2020,608.0,44440486.0,,23.0,0.0,66.0,4.542,39.2,12.37,21.5
Sudan,2021,750.0,45657202.0,,22.0,0.0,65.0,4.457,38.1,11.47,19.02
Sudan,2022,1102.0,46874204.0,,0.0,0.0,66.0,4.384,37.0,7.53,12.96
Suriname,2019,6690.0,600301.0,14.08,612.0,0.0,72.0,2.394,16.3,7.55,24.37
Suriname,2020,4797.0,607065.0,13.94,464.0,0.0,73.0,2.371,15.8,8.73,28.33
Suriname,2021,5027.0,612985.0,0.0,299.0,95.0,70.0,2.348,15.4,8.46,27.07
Suriname,2022,5859.0,618040.0,0.0,0.0,0.0,70.0,2.322,14.8,8.23,26.58
Sweden,2019,51939.0,10278887.0,14.08,5653.0,,83.0,1.71,2.2,6.83,20.18
Sweden,2020,52838.0,10353442.0,13.44,6003.0,,82.0,1.67,2.1,8.29,23.98
Sweden,2021,61418.0,10415811.0,13.53,6901.0,,83.0,1.67,2.1,8.72,24.68
Sweden,2022,56300.0,10486941.0,0.0,5980.0,,83.0,1.52,2.0,7.39,21.68
Switzerland,2019,84122.0,8575280.0,15.65,9341.0,,84.0,1.48,3.5,4.39,7.99
Switzerland,2020,85898.0,8638167.0,14.24,10085.0,,83.0,1.46,3.5,4.82,8.6
Switzerland,2021,93446.0,8704546.0,14.55,10897.0,,84.0,1.52,3.5,5.1,8.82
Switzerland,2022,93260.0,8775760.0,0.0,0.0,,83.0,1.39,3.5,4.3,7.5
Syrian Arab Republic,2019,1124.0,20098251.0,,,0.0,72.0,2.835,20.4,13.39,33.08
Syrian Arab Republic,2020,537.0,20772595.0,,,0.0,72.0,2.798,18.6,15.18,37.11
Syrian Arab Republic,2021,421.0,21324367.0,,,94.42,72.0,2.747,18.1,14.8,35.22
Syrian Arab Republic,2022,0.0,22125249.0,,,0.0,72.0,2.704,17.8,13.81,34.02
Tajikistan,2019,889.0,9337003.0,0.0,62.0,,71.0,3.281,29.4,6.9,15.37
Tajikistan,2020,852.0,9543207.0,0.0,70.0,,68.0,3.237,28.5,7.18,17.19
Tajikistan,2021,917.0,9750064.0,20.4,73.0,,72.0,3.186,27.6,7.25,17.74
Tajikistan,2022,1076.0,9952787.0,0.0,0.0,,71.0,3.141,26.7,6.98,16.87
Tanzania,2019,1051.0,59872579.0,14.29,40.0,0.0,67.0,4.864,33.3,2.52,3.53
Tanzania,2020,1104.0,61704518.0,13.63,31.0,0.0,66.0,4.795,32.1,2.78,3.82
Tanzania,2021,1146.0,63588334.0,13.54,37.0,0.0,66.0,4.726,31.1,2.81,3.75
Tanzania,2022,1193.0,65497748.0,14.33,0.0,82.02,67.0,4.661,30.0,2.61,3.49
Thailand,2019,7629.0,71307763.0,14.5,289.0,0.0,79.0,1.352,7.7,0.72,4.29
Thailand,2020,7002.0,71475664.0,12.28,305.0,0.0,79.0,1.341,7.4,1.1,5.31
Thailand,2021,7071.0,71601103.0,11.88,364.0,94.1,79.0,1.331,7.2,1.22,5.99
Thailand,2022,6913.0,71697030.0,0.0,0.0,0.0,80.0,1.317,7.0,0.94,5.37
Timor-Leste,2019,1583.0,1280438.0,6.87,79.0,0.0,68.0,3.336,45.7,3.13,7.84
Timor-Leste,2020,1664.0,1299995.0,6.96,121.0,69.9,68.0,3.247,44.3,2.79,6.61
Timor-Leste,2021,2742.0,1320942.0,7.47,135.0,0.0,68.0,3.149,42.9,2.34,4.76
Timor-Leste,2022,2389.0,1341296.0,0.0,0.0,0.0,69.0,3.047,41.5,1.54,3.18
Togo,2019,848.0,8243094.0,19.24,50.0,66.54,61.0,4.385,45.6,2.06,3.28
Togo,2020,877.0,8442580.0,18.14,54.0,0.0,61.0,4.323,44.4,2.21,3.63
Togo,2021,965.0,8644829.0,17.45,54.0,0.0,62.0,4.257,43.2,2.29,3.54
Togo,2022,923.0,8848699.0,14.48,0.0,0.0,62.0,4.196,42.1,2.07,3.29
Tonga,2019,4879.0,104951.0,13.0,230.0,0.0,71.0,3.315,10.1,2.16,6.46
Tonga,2020,4606.0,105254.0,10.73,247.0,0.0,71.0,3.267,9.9,2.68,7.76
Tonga,2021,4426.0,106017.0,10.12,279.0,99.4,71.0,3.237,9.6,2.11,6.34
Tonga,2022,4682.0,106858.0,9.77,0.0,0.0,71.0,3.193,9.4,2.35,6.82
Trinidad And Tobago,2019,15642.0,1519955.0,10.34,1072.0,,74.0,1.643,15.2,3.52,9.04
Trinidad And Tobago,2020,13706.0,1518147.0,11.72,1046.0,,74.0,1.631,14.7,4.21,11.62
Trinidad And Tobago,2021,16056.0,1525663.0,10.03,1125.0,,73.0,1.626,14.2,4.45,12.91
Trinidad And Tobago,2022,19629.0,1531044.0,9.2,0.0,,75.0,1.614,13.8,4.38,10.4
Tunisia,2019,3478.0,12049314.0,,210.0,80.55,76.0,2.148,12.4,17.15,39.04
Tunisia,2020,3494.0,12161723.0,,247.0,0.0,75.0,2.114,11.5,17.58,41.28
Tunisia,2021,3817.0,12262946.0,,265.0,0.0,74.0,2.086,10.6,16.51,38.66
Tunisia,2022,3608.0,12356117.0,,0.0,0.0,74.0,2.064,9.9,15.3,37.25
Turkey,2019,9215.0,82579440.0,11.17,397.0,96.74,78.0,1.967,9.4,13.73,24.98
Turkey,2020,8639.0,83384680.0,9.31,395.0,0.0,76.0,1.917,9.0,13.15,24.88
Turkey,2021,9743.0,84147318.0,8.81,441.0,0.0,76.0,1.889,8.6,11.97,22.34
Turkey,2022,10675.0,84979913.0,8.78,0.0,0.0,78.0,1.882,8.3,10.43,19.26
Turkmenistan,2019,7345.0,6158420.0,23.01,489.0,,69.0,2.74,37.0,4.06,8.37
Turkmenistan,2020,7330.0,6250438.0,28.0,484.0,,69.0,2.701,36.4,4.49,10.0
Turkmenistan,2021,7885.0,6341855.0,29.08,565.0,,69.0,2.667,35.8,4.45,10.09
Turkmenistan,2022,8793.0,6430770.0,28.6,0.0,,69.0,2.617,35.0,4.12,8.97
Turks And Caicos Islands,2019,27328.0,43080.0,9.62,,,75.0,1.692,4.4,,
Turks And Caicos Islands,2020,17496.0,44276.0,12.51,,,75.0,1.679,4.3,,
Turks And Caicos Islands,2021,23181.0,45114.0,12.57,,,75.0,1.669,4.2,,
Turks And Caicos Islands,2022,26887.0,45703.0,13.0,,,75.0,1.658,4.1,,
Tuvalu,2019,4940.0,10956.0,,1109.0,,64.0,3.199,19.1,,
Tuvalu,2020,4675.0,11069.0,,879.0,,64.0,3.188,18.5,,
Tuvalu,2021,5373.0,11204.0,,1071.0,,65.0,3.163,17.9,,
Tuvalu,2022,5222.0,11312.0,,0.0,,65.0,3.144,17.4,,
UAE,2019,45376.0,9211657.0,13.57,1990.0,97.78,80.0,1.334,5.0,2.33,7.42
UAE,2020,37629.0,9287289.0,12.8,2192.0,0.0,79.0,1.46,4.8,4.29,14.12
UAE,2021,44332.0,9365145.0,14.76,2352.0,98.13,79.0,1.46,4.5,3.11,10.49
UAE,2022,53708.0,9441129.0,0.0,0.0,98.29,79.0,1.443,4.3,2.87,10.88
Uganda,2019,823.0,42949080.0,8.9,33.0,0.0,63.0,4.809,33.2,3.19,4.98
Uganda,2020,847.0,44404611.0,8.53,37.0,0.0,63.0,4.693,32.1,3.91,5.92
Uganda,2021,884.0,45853778.0,8.22,43.0,0.0,63.0,4.585,31.1,3.42,5.21
Uganda,2022,964.0,47249585.0,8.48,0.0,80.59,64.0,4.468,30.2,2.93,4.6
Ukraine,2019,3661.0,44474512.0,14.56,247.0,0.0,72.0,1.228,7.3,8.19,15.45
Ukraine,2020,3752.0,44207754.0,13.27,270.0,0.0,71.0,1.217,7.1,9.48,19.31
Ukraine,2021,4828.0,43848986.0,14.25,368.0,100.0,70.0,1.16,7.0,9.83,19.11
Ukraine,2022,4576.0,38000000.0,8.49,0.0,0.0,69.0,1.265,7.0,0.0,0.0
United Kingdom,2019,42663.0,66836327.0,12.02,4269.0,,81.0,1.63,3.8,3.74,11.03
United Kingdom,2020,40217.0,67081234.0,10.73,4906.0,,80.0,1.56,3.7,4.47,13.44
United Kingdom,2021,46870.0,67026292.0,11.23,5738.0,,81.0,1.56,3.6,4.83,12.77
United Kingdom,2022,45564.0,67791000.0,0.0,5139.0,,82.0,1.57,3.6,3.73,10.51
United States,2019,65548.0,328329953.0,15.52,10658.0,,79.0,1.706,5.5,3.67,8.37
United States,2020,64317.0,331526933.0,12.65,11758.0,,77.0,1.642,5.5,8.06,14.89
United States,2021,71056.0,332048977.0,0.0,12012.0,,76.0,1.664,5.4,5.35,9.7
United States,2022,77247.0,333271411.0,0.0,12474.0,,77.0,1.665,5.4,3.65,8.1
Uruguay,2019,18149.0,3428409.0,15.19,1677.0,98.77,78.0,1.546,6.2,8.73,28.16
Uruguay,2020,15651.0,3429086.0,13.88,1427.0,0.0,78.0,1.477,6.0,10.33,33.93
Uruguay,2021,17734.0,3426260.0,14.78,1620.0,0.0,75.0,1.493,5.8,9.3,31.71
Uruguay,2022,20499.0,3422794.0,16.82,0.0,0.0,78.0,1.483,5.6,7.88,25.31
Uzbekistan,2019,1795.0,33580350.0,25.59,99.0,100.0,71.0,2.785,13.9,4.95,11.25
Uzbekistan,2020,1759.0,34232050.0,21.82,121.0,0.0,70.0,2.904,13.2,5.29,12.8
Uzbekistan,2021,1993.0,34915100.0,21.43,157.0,100.0,71.0,3.173,12.5,5.35,12.98
Uzbekistan,2022,2276.0,35648100.0,0.0,0.0,100.0,72.0,3.308,11.9,4.54,11.02
Vanuatu,2019,3077.0,304404.0,4.46,102.0,0.0,70.0,3.813,16.8,5.45,11.4
Vanuatu,2020,2918.0,311685.0,5.01,117.0,0.0,70.0,3.778,16.4,4.05,8.89
Vanuatu,2021,2978.0,319137.0,0.0,133.0,89.1,70.0,3.735,16.0,4.73,10.05
Vanuatu,2022,3129.0,326740.0,0.0,0.0,0.0,70.0,3.697,15.6,5.17,10.85
Venezuela,2019,,28971683.0,,113.0,0.0,72.0,2.25,21.2,5.89,12.1
Venezuela,2020,,28490453.0,,153.0,0.0,71.0,2.23,21.2,7.53,13.82
Venezuela,2021,,28199867.0,,160.0,0.0,71.0,2.211,21.2,7.03,13.21
Venezuela,2022,,28301696.0,,0.0,97.6,71.0,2.188,21.2,5.75,11.1
Vietnam,2019,3491.0,95776716.0,15.57,174.0,95.75,74.0,1.948,16.8,1.68,5.5
Vietnam,2020,3586.0,96648685.0,14.47,154.0,0.0,75.0,1.955,16.7,2.1,6.42
Vietnam,2021,3760.0,97468029.0,14.82,173.0,0.0,74.0,1.944,16.5,2.39,6.82
Vietnam,2022,4179.0,98186856.0,15.45,0.0,96.13,75.0,1.941,16.2,1.54,5.9
Virgin Islands (U.S.),2019,38634.0,106669.0,,,,80.0,2.05,,12.26,27.4
Virgin Islands (U.S.),2020,39411.0,106290.0,,,,80.0,2.03,,14.84,34.83
Virgin Islands (U.S.),2021,41976.0,105870.0,,,,80.0,2.01,,13.93,31.42
Virgin Islands (U.S.),2022,0.0,105413.0,,,,80.0,2.0,,12.67,26.95
West Bank And Gaza,2019,3657.0,4685306.0,,,97.38,75.0,3.642,13.7,25.34,39.99
West Bank And Gaza,2020,3234.0,4803269.0,,,97.51,74.0,3.57,13.2,25.9,41.88
West Bank And Gaza,2021,3679.0,4922749.0,,,0.0,73.0,3.504,12.7,26.39,41.45
West Bank And Gaza,2022,3800.0,5043612.0,,,97.84,73.0,3.436,12.3,24.42,35.95
Yemen,2019,694.0,31546691.0,,,,65.0,3.963,35.9,17.3,32.33
Yemen,2020,626.0,32284046.0,,,,65.0,3.886,34.5,17.97,34.18
Yemen,2021,584.0,32981641.0,,,,64.0,3.795,34.7,18.25,33.78
Yemen,2022,699.0,33696614.0,,,,64.0,3.716,33.1,17.52,32.94
Zambia,2019,1268.0,18380477.0,15.29,86.0,0.0,63.0,4.451,42.2,5.54,10.33
Zambia,2020,958.0,18927715.0,12.38,60.0,87.5,62.0,4.379,40.9,6.03,11.02
Zambia,2021,1135.0,19473125.0,0.0,75.0,0.0,61.0,4.308,39.9,5.2,9.34
Zambia,2022,1457.0,20017675.0,0.0,0.0,0.0,62.0,4.242,39.0,5.99,9.86
Zimbabwe,2019,1422.0,15354608.0,0.0,55.0,0.0,61.0,3.599,36.9,7.37,11.62
Zimbabwe,2020,1373.0,15669666.0,15.67,51.0,0.0,61.0,3.545,36.4,8.62,14.03
Zimbabwe,2021,1774.0,15993524.0,0.0,63.0,0.0,59.0,3.491,35.5,9.54,15.15
Zimbabwe,2022,1677.0,16320537.0,0.0,0.0,89.85,59.0,3.437,34.6,10.09,16.75
